Column1;Column2;Column3;Column4;Column5;Column6
OVO002529;Openbaar Centrum voor Maatschappelijk Welzijn van Tervuren;Lokale overheid;Tervuren;OCMW;http://data.lblod.info/id/bestuurseenheden/a16924910bf18adbc3f4c1f8a80e8ed653c1bb8a6df289d23907b5400ed05bb4
OVO002530;Openbaar Centrum voor Maatschappelijk Welzijn van Tienen;Lokale overheid;Tienen;OCMW;http://data.lblod.info/id/bestuurseenheden/53a387ec5738c4e6ff76d40c88a27e291e895c0fc85a71e772e921313ada2d7f
OVO002531;Openbaar Centrum voor Maatschappelijk Welzijn van Tremelo;Lokale overheid;Tremelo;OCMW;http://data.lblod.info/id/bestuurseenheden/97b3c6867724768232d06832dd1960797fc6f3ae9b3fdca24079e155dc50e62f
OVO002532;Openbaar Centrum voor Maatschappelijk Welzijn van Zoutleeuw;Lokale overheid;Zoutleeuw;OCMW;http://data.lblod.info/id/bestuurseenheden/ac2061ba8bf8c0658d7251c0fd2ee255e71f4b41d97ba156fbb004c55509ff4d
OVO002533;Openbaar Centrum voor Maatschappelijk Welzijn van Linter;Lokale overheid;Linter;OCMW;http://data.lblod.info/id/bestuurseenheden/1eb6c18e940badefe06fb5412742de87844b6dc59e0df795d43921a0381ee377
OVO002534;Openbaar Centrum voor Maatschappelijk Welzijn van Scherpenheuvel-Zichem;Lokale overheid;Scherpenheuvel-Zichem;OCMW;http://data.lblod.info/id/bestuurseenheden/65cedd4d994aa2e818252bbb4672b7184fccce7edf673d3e5571da51dedf6a3a
OVO002535;Openbaar Centrum voor Maatschappelijk Welzijn van Tielt-Winge;Lokale overheid;Tielt-Winge;OCMW;http://data.lblod.info/id/bestuurseenheden/772ed719a9478a76710f3d92bcd43556cb85a1ebc1c04e9561dc1327df846c4b
OVO002536;Openbaar Centrum voor Maatschappelijk Welzijn van Glabbeek;Lokale overheid;Glabbeek;OCMW;http://data.lblod.info/id/bestuurseenheden/60a7cee610b31a63473ef8f52665f60108cb2bb7ce0d1cba8bac7db5f00ab318
OVO002537;Openbaar Centrum voor Maatschappelijk Welzijn van Beernem;Lokale overheid;Beernem;OCMW;http://data.lblod.info/id/bestuurseenheden/6bb0d24b600f2934e4908b2cb0b1fee97f618df652c74bef4f5e57aa04bcb2c6
OVO002538;Openbaar Centrum voor Maatschappelijk Welzijn van Blankenberge;Lokale overheid;Blankenberge;OCMW;http://data.lblod.info/id/bestuurseenheden/56061c5a09c4e4fab34edffa2585bd47b5c104edea687e409a9a926b2197850d
OVO002539;Openbaar Centrum voor Maatschappelijke Welzijn van Brugge;Lokale overheid;Brugge;OCMW;http://data.lblod.info/id/bestuurseenheden/271462ec6082dde63034d79d808934c298a28d8e9593cecddb802d8857d3ec44
OVO002540;Openbaar Centrum voor Maatschappelijk Welzijn van Damme;Lokale overheid;Damme;OCMW;http://data.lblod.info/id/bestuurseenheden/68f178f0390b63b5f0c48c9d0e3e91f0b8747155189f121c129dd749dcf52906
OVO002541;Openbaar Centrum voor Maatschappelijk Welzijn van Jabbeke;Lokale overheid;Jabbeke;OCMW;http://data.lblod.info/id/bestuurseenheden/875f34f4563fad2ee7f2fba955ca78ea017f1d716c08c49235bd1cdbb625b77b
OVO002542;Openbaar Centrum voor Maatschappelijk Welzijn van Oostkamp;Lokale overheid;Oostkamp;OCMW;http://data.lblod.info/id/bestuurseenheden/257500ff9a8b2ae62dcd338528143ba271d41d1f35cf74d9c0e575e1f3a6cad9
OVO002543;Openbaar Centrum voor Maatschappelijk Welzijn van Torhout;Lokale overheid;Torhout;OCMW;http://data.lblod.info/id/bestuurseenheden/dd7dbe736a9dc2a116cd12fefca2063e903574d708d153427553d4afe01e640e
OVO002544;Openbaar Centrum voor Maatschappelijk Welzijn van Zedelgem;Lokale overheid;Zedelgem;OCMW;http://data.lblod.info/id/bestuurseenheden/acdeb7c6328dd534dc7a13c9e5cb0f46654ba89d062f2d4d957d8e5e898fdde4
OVO002545;Openbaar Centrum voor Maatschappelijk Welzijn van Zuienkerke;Lokale overheid;Zuienkerke;OCMW;http://data.lblod.info/id/bestuurseenheden/356961b99a3221ab85aaa9ed6feb26d4bfcff3c22207efc9ad87abb31d5dfdbf
OVO002546;Openbaar Centrum voor Maatschappelijk Welzijn van Knokke-Heist;Lokale overheid;Knokke-Heist;OCMW;http://data.lblod.info/id/bestuurseenheden/7c64f3e2c9830891e559f203dd2cc0c065617bbd2b91d1e380d10a8521cdb7a0
OVO002547;Openbaar Centrum voor Maatschappelijk Welzijn van Diksmuide;Lokale overheid;Diksmuide;OCMW;http://data.lblod.info/id/bestuurseenheden/1d6bd844667629bd4b3a630789770e57947c7496845fc706c31bc2d9314b71ee
OVO002548;Openbaar Centrum voor Maatschappelijk Welzijn van Houthulst;Lokale overheid;Houthulst;OCMW;http://data.lblod.info/id/bestuurseenheden/4b0367328c54e6af11eb0993c441fccf82cee4784623962b78e5ceae7018f6f9
OVO002549;Openbaar Centrum voor Maatschappelijk Welzijn van Koekelare;Lokale overheid;Koekelare;OCMW;http://data.lblod.info/id/bestuurseenheden/02874f3269bf1a5d7247dc7b524c6ab73735bd83813312c3f8399d8182517450
OVO002550;Openbaar Centrum voor Maatschappelijk Welzijn van Kortemark;Lokale overheid;Kortemark;OCMW;http://data.lblod.info/id/bestuurseenheden/96b45b07fbef0e8ec38186813a2f9a7c509ca938c051a3c302861eb0aa6803e2
OVO002551;Openbaar Centrum voor Maatschappelijk Welzijn van Lo-Reninge;Lokale overheid;Lo-Reninge;OCMW;http://data.lblod.info/id/bestuurseenheden/5bcbe1dcc6bd42354ce05e87c56a09a0e62c2fb67a4e6def59a30d40b1d70e4b
OVO002552;Openbaar Centrum voor Maatschappelijk Welzijn van Ieper;Lokale overheid;Ieper;OCMW;http://data.lblod.info/id/bestuurseenheden/cd4b2db3d4bd2f4776d3dd65d3e94b01277676dca5389221a7efcead1d336c12
OVO002553;Openbaar Centrum voor Maatschappelijk Welzijn van Mesen;Lokale overheid;Mesen;OCMW;http://data.lblod.info/id/bestuurseenheden/405b8adb3402d8b3ad4d22e98cb96afa3fc3da08b9eae79b82e9f3f3f1420677
OVO002554;Openbaar Centrum voor Maatschappelijk Welzijn van Poperinge;Lokale overheid;Poperinge;OCMW;http://data.lblod.info/id/bestuurseenheden/59bea65e87e95619e4c14ba593ef00009a99af8f44628c535fa7dc6c751e8e38
OVO002555;Openbaar Centrum voor Maatschappelijk Welzijn van Wervik;Lokale overheid;Wervik;OCMW;http://data.lblod.info/id/bestuurseenheden/708128d3128fb87ca50371ea08b3778d5faced46dcc4c42e034f101e1b7b474a
OVO002556;Openbaar Centrum voor Maatschappelijk Welzijn van Zonnebeke;Lokale overheid;Zonnebeke;OCMW;http://data.lblod.info/id/bestuurseenheden/79126ca51f0108c40c0ffe95de2d08979e79de89b1ad87a5134a49049fafeb1a
OVO002557;Openbaar Centrum voor Maatschappelijk Welzijn van Heuvelland;Lokale overheid;Heuvelland;OCMW;http://data.lblod.info/id/bestuurseenheden/6eb1ec0b01bd5d9b9368d7bf5dd1ebad6a73679a24a673e04fb88a66362e2f03
OVO002558;Openbaar Centrum voor Maatschappelijk Welzijn van Langemark-Poelkapelle;Lokale overheid;Langemark-Poelkapelle;OCMW;http://data.lblod.info/id/bestuurseenheden/b694643b656fb0e2e4b25979e23f2cbc47d9780cd27e2914983aff4f338eaa43
OVO002559;Openbaar Centrum voor Maatschappelijk Welzijn van Vleteren;Lokale overheid;Vleteren;OCMW;http://data.lblod.info/id/bestuurseenheden/8741ed200d8fa26adfa6f6738f1544b161c846d6a90863c028164dfebf540cbe
OVO002560;Openbaar Centrum voor Maatschappelijk Welzijn van Anzegem;Lokale overheid;Anzegem;OCMW;http://data.lblod.info/id/bestuurseenheden/2fd8218dd4a404931eeaef879e33506ae998e38d4ca745620f4f6044c230dff3
OVO002561;Openbaar Centrum voor Maatschappelijk Welzijn van Avelgem;Lokale overheid;Avelgem;OCMW;http://data.lblod.info/id/bestuurseenheden/eed06b7f96d91d0d61863d8085d3370416ebff5fdb80c8922e4f0e0bbd4e8fde
OVO002562;Openbaar Centrum voor Maatschappelijk Welzijn van Deerlijk;Lokale overheid;Deerlijk;OCMW;http://data.lblod.info/id/bestuurseenheden/628de4b148e9c3a540d42ee4d6fa98810d8016ed13bd396c9f80bf432a3e203d
OVO002563;Openbaar Centrum voor Maatschappelijk Welzijn van Harelbeke;Lokale overheid;Harelbeke;OCMW;http://data.lblod.info/id/bestuurseenheden/baf514fab1fdd073782ab06efdce83b651bb30964a29fc742c3435bcdeeb327e
OVO002564;Openbaar Centrum voor Maatschappelijk Welzijn van Kortrijk;Lokale overheid;Kortrijk;OCMW;http://data.lblod.info/id/bestuurseenheden/6773d718ab6fff1e3738106296c9c8972f8dbe311fa4a5c78547512eb9d2789e
OVO002565;Openbaar Centrum voor Maatschappelijk Welzijn van Kuurne;Lokale overheid;Kuurne;OCMW;http://data.lblod.info/id/bestuurseenheden/bddcbf81e8263f5d147e750f760e9e62242331ed8036eac8e521cea2d738918a
OVO002566;Openbaar Centrum voor Maatschappelijk Welzijn van Lendelede;Lokale overheid;Lendelede;OCMW;http://data.lblod.info/id/bestuurseenheden/8491a95c3ca6442b38a1359131dd348299ec1ec9d5316f18d1040e71cc75914f
OVO002567;Openbaar Centrum voor Maatschappelijk Welzijn van Menen;Lokale overheid;Menen;OCMW;http://data.lblod.info/id/bestuurseenheden/3799d1366ce54062742b3fd4c46514cec369620e1a760ee9b019a820ed38078f
OVO002568;Openbaar Centrum voor Maatschappelijk Welzijn van Waregem;Lokale overheid;Waregem;OCMW;http://data.lblod.info/id/bestuurseenheden/371fa701c757106e5762f522e15517b043f0b01a5f7812de5b2142637c10d516
OVO002569;Openbaar Centrum voor Maatschappelijk Welzijn van Wevelgem;Lokale overheid;Wevelgem;OCMW;http://data.lblod.info/id/bestuurseenheden/3796fb30264292b169955088a008c65b386e847e5f3bf0618eec6e22f16eb8e1
OVO002570;Openbaar Centrum voor Maatschappelijk Welzijn van Zwevegem;Lokale overheid;Zwevegem;OCMW;http://data.lblod.info/id/bestuurseenheden/e3e940903cbd7fb41b9dae05802d6823330897b4889abb4bcb53d7e6dcd92ef6
OVO002571;Openbaar Centrum voor Maatschappelijk Welzijn van Spiere-Helkijn;Lokale overheid;Spiere-Helkijn;OCMW;http://data.lblod.info/id/bestuurseenheden/55320f120f1c2586e93570f0eb123242760a424c355014a41afc1f4465c5f352
OVO002572;Openbaar Centrum voor Maatschappelijk Welzijn van Bredene;Lokale overheid;Bredene;OCMW;http://data.lblod.info/id/bestuurseenheden/523e4dca403e88d50b349f71e20b46c89cec5e04a35c1c09f76f2bcff4b61adb
OVO002573;Openbaar Centrum voor Maatschappelijk Welzijn van Gistel;Lokale overheid;Gistel;OCMW;http://data.lblod.info/id/bestuurseenheden/2f570478b85dc12e5a980f82160a7b697fcff807eaa0500aa6474dbcc3383ec6
OVO002574;Openbaar Centrum voor Maatschappelijk Welzijn van Ichtegem;Lokale overheid;Ichtegem;OCMW;http://data.lblod.info/id/bestuurseenheden/467787c74d6679754685d3bf82e7f628634f7bfd91dc428a7bba32366c851c2f
OVO002575;Openbaar Centrum voor Maatschappelijk Welzijn van Middelkerke;Lokale overheid;Middelkerke;OCMW;http://data.lblod.info/id/bestuurseenheden/d89fab85807c017c1fc3391375cb8093884c76baaff2a651a9076412e9a80cd2
OVO002576;Openbaar Centrum voor Maatschappelijk Welzijn van Oostende;Lokale overheid;Oostende;OCMW;http://data.lblod.info/id/bestuurseenheden/034acaef43bcf9245ed7256b516a7ac127b9d505509bad7387b95794b8c15a0e
OVO002577;Openbaar Centrum voor Maatschappelijk Welzijn van Oudenburg;Lokale overheid;Oudenburg;OCMW;http://data.lblod.info/id/bestuurseenheden/4018f56b73fad17de5fcbe818dcd84e78daa28e7c04669c110107ef844a6e826
OVO002578;Openbaar Centrum voor Maatschappelijk Welzijn van De Haan;Lokale overheid;De Haan;OCMW;http://data.lblod.info/id/bestuurseenheden/fef6a0b451b73385de3e432650ce61f7ca4c53c64cb793a0ae25b81837e9dc55
OVO002579;Openbaar Centrum voor Maatschappelijk Welzijn van Hooglede;Lokale overheid;Hooglede;OCMW;http://data.lblod.info/id/bestuurseenheden/cbe8c66f4282f791c6543bef7a102f8abd9199452aa87ffd141d1c6524d01700
OVO002580;Openbaar Centrum voor Maatschappelijk Welzijn van Ingelmunster;Lokale overheid;Ingelmunster;OCMW;http://data.lblod.info/id/bestuurseenheden/15cd743b38bfe22875031bac8c66d32f8f112db3511e660ac28c94271e772d64
OVO002581;Openbaar Centrum voor Maatschappelijk Welzijn van Izegem;Lokale overheid;Izegem;OCMW;http://data.lblod.info/id/bestuurseenheden/76ac18db79a6c10285e73d9c2d713908dc4ea9c8db0e537cd66b7dffd3f08c4f
OVO002582;Openbaar Centrum voor Maatschappelijk Welzijn van Ledegem;Lokale overheid;Ledegem;OCMW;http://data.lblod.info/id/bestuurseenheden/c0bc99ef7235a43123f0b0f751d2851b9218c8790f6eba4b921960cf464f55ca
OVO002583;Openbaar Centrum voor Maatschappelijk Welzijn van Lichtervelde;Lokale overheid;Lichtervelde;OCMW;http://data.lblod.info/id/bestuurseenheden/6a98028e3e68cc51efb054d7097684a14cdb091eccabee5fdb022b6d84451d06
OVO002584;Openbaar Centrum voor Maatschappelijk Welzijn van Moorslede;Lokale overheid;Moorslede;OCMW;http://data.lblod.info/id/bestuurseenheden/619f6c633643d4bbd15f6d2b63481836123a1167dc1461dffc80d39781f2099d
OVO002585;Openbaar Centrum voor Maatschappelijk Welzijn van Roeselare;Lokale overheid;Roeselare;OCMW;http://data.lblod.info/id/bestuurseenheden/7e7bcc5a4794e967fc42316fa2dedaba81604a755223031ea3c99afd9308b98f
OVO002586;Openbaar Centrum voor Maatschappelijk Welzijn van Staden;Lokale overheid;Staden;OCMW;http://data.lblod.info/id/bestuurseenheden/ec07b3c9e3fa08383f7be47a633ba4330c29771769b8e4aa9608c9c1fe130d71
OVO002587;Openbaar Centrum voor Maatschappelijk Welzijn van Dentergem;Lokale overheid;Dentergem;OCMW;http://data.lblod.info/id/bestuurseenheden/bbdf96b9ca27ee19cf518be59285fc892677a0c77b9bb22172f09d93e729fa14
OVO002588;Openbaar Centrum voor Maatschappelijk Welzijn van Meulebeke;Lokale overheid;Meulebeke;OCMW;http://data.lblod.info/id/bestuurseenheden/3f57a17fbcdfc13def910c54948bec11d71d3f75946b0336fffc0587bf18d783
OVO002589;Openbaar Centrum voor Maatschappelijk Welzijn van Oostrozebeke;Lokale overheid;Oostrozebeke;OCMW;http://data.lblod.info/id/bestuurseenheden/b5a995382b4d908862d8203045a669c3d058553c16a4e2370030a012cf5f74bf
OVO002590;Openbaar Centrum voor Maatschappelijk Welzijn van Pittem;Lokale overheid;Pittem;OCMW;http://data.lblod.info/id/bestuurseenheden/9727dd2f315c2aa8a87ec657fa3dc24c18a6ee6c813a57db008c9ff479dbf144
OVO002591;Openbaar Centrum voor Maatschappelijk Welzijn van Ruiselede;Lokale overheid;Ruiselede;OCMW;http://data.lblod.info/id/bestuurseenheden/60daf27c2cf12dd123447aa300dd7320890391dbd8dd6b4dd7ec02258f8281b3
OVO002592;Openbaar Centrum voor Maatschappelijk Welzijn van Tielt;Lokale overheid;Tielt;OCMW;http://data.lblod.info/id/bestuurseenheden/f6ef0202c1dca780c66e269f2d21aa39a690f4c57ad05ece63f178b629bbb98e
OVO002593;Openbaar Centrum voor Maatschappelijk Welzijn van Wielsbeke;Lokale overheid;Wielsbeke;OCMW;http://data.lblod.info/id/bestuurseenheden/b79f87dd99048218d7ae8c9822b56ba2ca446cad6d020435eee7e960ec7e76ae
OVO002594;Openbaar Centrum voor Maatschappelijk Welzijn van Wingene;Lokale overheid;Wingene;OCMW;http://data.lblod.info/id/bestuurseenheden/518c31a6e89f514c075e0927bce9fb2c91a552b6d65208c04a687d4bcb81148c
OVO002595;Openbaar Centrum voor Maatschappelijk Welzijn van Ardooie;Lokale overheid;Ardooie;OCMW;http://data.lblod.info/id/bestuurseenheden/2e6b922d4f84f378b341c2b0d1bc61f4c64e2ef726dfb7f9e863752dc8f7cdc3
OVO002596;Openbaar Centrum voor Maatschappelijk Welzijn van Alveringem;Lokale overheid;Alveringem;OCMW;http://data.lblod.info/id/bestuurseenheden/747d235d067e1f04eb12261b79850098ba93cdd3522cb75bd84e4605038bc76a
OVO002597;Openbaar Centrum voor Maatschappelijk Welzijn van De Panne;Lokale overheid;De Panne;OCMW;http://data.lblod.info/id/bestuurseenheden/55703854f4eb9eaa206e9dd32e4c8a4475f258c499ac2f712f0778b77c342e1e
OVO002598;Openbaar Centrum voor Maatschappelijk Welzijn van Koksijde;Lokale overheid;Koksijde;OCMW;http://data.lblod.info/id/bestuurseenheden/e6b3f07f54fe7a613d5c6993de6d4d25afe28d1dd6e5a42b9ecd7b5b916c5819
OVO002599;Openbaar Centrum voor Maatschappelijk Welzijn van Nieuwpoort;Lokale overheid;Nieuwpoort;OCMW;http://data.lblod.info/id/bestuurseenheden/96dbda2f169c22981edcd92a69f74e5eacbe62b422b8782a7837e724da7aa755
OVO002600;Openbaar Centrum voor Maatschappelijk Welzijn van Veurne;Lokale overheid;Veurne;OCMW;http://data.lblod.info/id/bestuurseenheden/787ab1f73a70f179f6bf7f67a0cd74c6b790666c9b0914e7c2aea23a1a832823
OVO002601;Openbaar Centrum voor Maatschappelijk Welzijn van Aalst;Lokale overheid;Aalst;OCMW;http://data.lblod.info/id/bestuurseenheden/d769b4b9411ad25f67c1d60b0a403178e24a800e1671fb3258280495011d8e18
OVO002602;Openbaar Centrum voor Maatschappelijk Welzijn van Denderleeuw;Lokale overheid;Denderleeuw;OCMW;http://data.lblod.info/id/bestuurseenheden/a733c5d62773299fec8ed05a9ff72eace407af42171594638d2a3f832d06f110
OVO002603;Openbaar Centrum voor Maatschappelijk Welzijn van Geraardsbergen;Lokale overheid;Geraardsbergen;OCMW;http://data.lblod.info/id/bestuurseenheden/bf9a29f384bec402f9aaf33b49942fb743e9b8580e3e17d77711d823cd8317a1
OVO002604;Openbaar Centrum voor Maatschappelijk Welzijn van Haaltert;Lokale overheid;Haaltert;OCMW;http://data.lblod.info/id/bestuurseenheden/bff95ee9bf46fc421ec7d1549df0a2ea5766302510c3298916d33a7d713c1b50
OVO002605;Openbaar Centrum voor Maatschappelijk Welzijn van Herzele;Lokale overheid;Herzele;OCMW;http://data.lblod.info/id/bestuurseenheden/64a615714901b84561abd58d820d61c2e22e89ef6878170e225d45639caf7d38
OVO002606;Openbaar Centrum voor Maatschappelijk Welzijn van Lede;Lokale overheid;Lede;OCMW;http://data.lblod.info/id/bestuurseenheden/624868cea426a756fd3c73ec1880030a0054b1736422f4897bccf3f596ebf538
OVO002607;Openbaar Centrum voor Maatschappelijk Welzijn van Ninove;Lokale overheid;Ninove;OCMW;http://data.lblod.info/id/bestuurseenheden/b5b5dd1ba3ec660298af91fc1a52367f52d4cf369167c4c93c450dcd9a6f2c3b
OVO002608;Openbaar Centrum voor Maatschappelijk Welzijn van Sint-Lievens-Houtem;Lokale overheid;Sint-Lievens-Houtem;OCMW;http://data.lblod.info/id/bestuurseenheden/e043234fde49babe55530e3858c48ed948fde0fe783fdf93890067581fea165f
OVO002609;Openbaar Centrum voor Maatschappelijk Welzijn van Zottegem;Lokale overheid;Zottegem;OCMW;http://data.lblod.info/id/bestuurseenheden/aca53cf11877dbe2f303722b110a86c835148ff4a167c30654ea9dd008c9f2a1
OVO002610;Openbaar Centrum voor Maatschappelijk Welzijn van Erpe-Mere;Lokale overheid;Erpe-Mere;OCMW;http://data.lblod.info/id/bestuurseenheden/0816e453ed9171894e7b79f74d83144b6df186c94b9266c4c240280161f443b9
OVO002611;Openbaar Centrum voor Maatschappelijk Welzijn van Berlare;Lokale overheid;Berlare;OCMW;http://data.lblod.info/id/bestuurseenheden/7f4a152c7aaa7e96f14d97b2bfc150d089f06934d8aa88ce033292b9953d8381
OVO002612;Openbaar Centrum voor Maatschappelijk Welzijn van Buggenhout;Lokale overheid;Buggenhout;OCMW;http://data.lblod.info/id/bestuurseenheden/09236fa913f37184d201c3cbde96f83cdedde977846fff7f366bb36207acf92c
OVO002613;Openbaar Centrum voor Maatschappelijk Welzijn van Dendermonde;Lokale overheid;Dendermonde;OCMW;http://data.lblod.info/id/bestuurseenheden/a0e10593de20daec75c7c987f07db727dcd9dce7e2d2a8797b6a0f0f7157b14c
OVO002614;Openbaar Centrum voor Maatschappelijk Welzijn van Hamme (Vl.);Lokale overheid;Hamme;OCMW;http://data.lblod.info/id/bestuurseenheden/986bc8bd29af2847bdaa104fe5ff052201032f3e5b95d7b2ae3a3c5486842a94
OVO002615;Openbaar Centrum voor Maatschappelijk Welzijn van Laarne;Lokale overheid;Laarne;OCMW;http://data.lblod.info/id/bestuurseenheden/2b814c506530ef42d4f7e9ab83bee10ede35c9aaf5ff9ca95c205040e639e703
OVO002616;Openbaar Centrum voor Maatschappelijk Welzijn van Lebbeke;Lokale overheid;Lebbeke;OCMW;http://data.lblod.info/id/bestuurseenheden/aabfc4d66b59d5910872e7093ba0ae19df2cef3b85f849f42313f0afda1af6ae
OVO002617;Openbaar Centrum voor Maatschappelijk Welzijn van Waasmunster;Lokale overheid;Waasmunster;OCMW;http://data.lblod.info/id/bestuurseenheden/0522694a8581edeaeb3526ea5ba7f2499654105d97ada0008a79be32e0e43dcd
OVO002618;Openbaar Centrum voor Maatschappelijk Welzijn van Wetteren;Lokale overheid;Wetteren;OCMW;http://data.lblod.info/id/bestuurseenheden/cbce9f764b42a5c0aacd9c868ed5899901f9717ceda4fbbddf3af6be70371022
OVO002619;Openbaar Centrum voor Maatschappelijk Welzijn van Wichelen;Lokale overheid;Wichelen;OCMW;http://data.lblod.info/id/bestuurseenheden/aa73a88fd45a6997484779b2e8e5a501a60072cb370254e8365920540fc316eb
OVO002620;Openbaar Centrum voor Maatschappelijk Welzijn van Zele;Lokale overheid;Zele;OCMW;http://data.lblod.info/id/bestuurseenheden/7831d6c59a6175731d8158454acd881850f1915a8628426f3d91d3510ea37950
OVO002621;Openbaar Centrum voor Maatschappelijk Welzijn van Assenede;Lokale overheid;Assenede;OCMW;http://data.lblod.info/id/bestuurseenheden/33abba8b7d29dee8ea194d2751106727c01576d862e63b4eed34cad307ae7098
OVO002622;Openbaar Centrum voor Maatschappelijk Welzijn van Eeklo;Lokale overheid;Eeklo;OCMW;http://data.lblod.info/id/bestuurseenheden/204f9fe956eaf101f6e268a5403ad8494d7ed532d5fb7ea7334543b1e5cb916e
OVO002623;Openbaar Centrum voor Maatschappelijk Welzijn van Kaprijke;Lokale overheid;Kaprijke;OCMW;http://data.lblod.info/id/bestuurseenheden/929477e6b82c5e17f1cd7b1e5dd91fcdfddf7a1d981d842a95026373d06f1b3a
OVO002624;Openbaar Centrum voor Maatschappelijk Welzijn van Maldegem;Lokale overheid;Maldegem;OCMW;http://data.lblod.info/id/bestuurseenheden/cc1d56b39041957b17f7a24e80076b633e0ae7c582e616806b7112aff8e62efb
OVO002625;Openbaar Centrum voor Maatschappelijk Welzijn van Sint-Laureins;Lokale overheid;Sint-Laureins;OCMW;http://data.lblod.info/id/bestuurseenheden/e195db74c07230ca36d6b804dca8e054ad7e7e5f0abe5ca61118a39bb4c87d83
OVO002626;Openbaar Centrum voor Maatschappelijk Welzijn van Zelzate;Lokale overheid;Zelzate;OCMW;http://data.lblod.info/id/bestuurseenheden/0229d2fe575a7beef10ef69ed2d7fa364a3012e95986cc10056e77b6b5f811e5
OVO002627;;Lokale overheid;Aalter (voor fusie);OCMW;http://data.lblod.info/id/bestuurseenheden/c895809729a165666fc111a40affe229f3c8e8f1ce9dec2dcc1be1ed81b52d9b
OVO002628;;Lokale overheid;Deinze (voor fusie);OCMW;http://data.lblod.info/id/bestuurseenheden/56db39c0bb1c85e9c5aec9adb3f5af9720d4702e30f4772aecd272f03c7becea
OVO002629;Openbaar Centrum voor Maatschappelijk Welzijn van De Pinte;Lokale overheid;De Pinte;OCMW;http://data.lblod.info/id/bestuurseenheden/144c75e403c5084af57f5c0c86252b8759b56baf9694326abbcb5ea40ab69f1a
OVO002630;Openbaar Centrum voor Maatschappelijk Welzijn van Destelbergen;Lokale overheid;Destelbergen;OCMW;http://data.lblod.info/id/bestuurseenheden/d64b138952736de32fc75d548c9c82b3e9be9cb8295750b8e63e07fac2c4971c
OVO002631;Openbaar Centrum voor Maatschappelijk Welzijn van Evergem;Lokale overheid;Evergem;OCMW;http://data.lblod.info/id/bestuurseenheden/6df8e0bea64384f82abd128b92e92aeeffa4847814c0205ffaf9e772e75bde12
